Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
355,Slowpoke,Normal,79,♂,113,53,5,12,2,42.2,4.0,4.0,,,,"2023-02-02 17:09","2023-02-02 15:30",7/14/2016,,,0,0,0,400,85.49%,595,96.69%,57400,113,Slowbro,Normal,0,63.54%,1494,96.35%,393400,348,Slowbro,Normal,0,77.83%,909,94.76%,4000,57,Slowbro,Normal,0,
356,Shelmet,,616,♂,119,44,8,11,1,44.4,6.0,6.0,,,,"2023-02-02 17:08","2023-02-02 15:30",1/27/2023,,,0,0,0,600,36.90%,2585,94.36%,58400,262,Accelgor,,0,43.39%,2319,95.15%,458400,494,Accelgor,,0,39.85%,2464,90.78%,65400,68,Shelmet,,0,
357,Joltik,,595,♀,121,42,7,6,8,46.7,5.0,5.0,,,,"2023-02-02 17:08","2023-02-02 15:30",1/24/2023,,,0,0,0,600,72.04%,1146,95.73%,81600,132,Galvantula,,0,43.44%,2317,86.79%,517600,346,Galvantula,,0,70.16%,1223,93.49%,40100,46,Joltik,,0,
358,Sandshrew,Alola,27,♀,149,40,4,5,4,28.9,5.0,5.0,Metal Claw,Gyro Ball,,"2023-02-02 17:08","2023-01-31 15:55",11/25/2022,41.68kg,0.73m,0,0,0,600,72.50%,1127,95.97%,66600,120,Sandslash,Alola,0,23.59%,3130,94.17%,517600,346,Sandslash,Alola,0,70.13%,1224,93.33%,4000,56,Sandslash,Alola,0,
359,Exeggcute,,102,♂,169,50,10,0,3,28.9,6.0,6.0,,,,"2023-02-02 17:08","2023-02-02 15:31",7/31/2016,,,0,0,0,600,21.00%,3236,93.23%,36400,92,Exeggutor,Normal,0,2.56%,3991,93.43%,157400,202,Exeggutor,Normal,0,68.35%,1297,92.79%,600,51,Exeggutor,Normal,0,
360,Panpour,,515,♂,177,55,1,4,10,33.3,8.0,8.0,,,,"2023-02-02 17:08","2023-02-02 15:31",11/20/2022,,,0,0,0,800,87.69%,505,96.79%,69600,120,Simipour,,0,19.63%,3292,89.98%,513600,340,Simipour,,0,84.69%,628,94.95%,49600,52,Panpour,,0,
361,Seel,,86,♂,177,64,1,5,8,31.1,8.0,8.0,,,,"2023-02-02 17:08","2023-02-02 15:31",11/18/2022,,,0,0,0,800,85.30%,603,96.98%,118600,162,Dewgong,,0,11.84%,3611,83.39%,513600,340,Dewgong,,0,88.38%,477,95.90%,3600,54,Dewgong,,0,
362,Corphish,,341,♂,180,41,11,4,4,42.2,6.0,6.0,,,,"2023-02-02 17:08","2023-02-02 15:31",12/3/2022,,,0,0,0,600,35.68%,2635,94.35%,58400,112,Crawdaunt,,0,12.26%,3594,93.80%,444400,344,Crawdaunt,,0,33.87%,2709,91.53%,23800,30,Corphish,,0,
363,Finneon,,456,♀,219,56,9,6,6,46.7,9.0,9.0,,,,"2023-02-02 17:08","2023-02-02 15:53",11/20/2022,,,0,0,0,1000,27.11%,2986,93.80%,146000,188,Lumineon,,0,43.39%,2319,86.78%,512000,338,Lumineon,,0,76.34%,970,94.77%,3000,53,Lumineon,,0,
364,Wailmer,,320,♂,287,108,3,7,11,46.7,8.0,8.0,,,,"2023-02-02 17:08","2023-02-01 15:34",2/1/2023,,,0,1,0,961,85.45%,597,96.41%,3000,363,Wailord,,2,60.76%,1608,91.47%,402600,573,Wailord,,2,77.48%,923,93.98%,961,402,Wailord,,1,
365,Dratini,,147,♂,294,62,5,1,13,42.2,12.0,12.0,,,,"2023-02-02 17:08","2023-01-31 15:41",10/24/2016,,,0,0,0,1300,65.35%,1420,95.78%,183400,207,Dragonair,,0,33.28%,2733,94.81%,57900,182,Dragonite,,0,49.28%,2078,92.76%,30400,32,Dratini,,0,
366,Bellsprout,,69,♂,312,65,7,10,4,46.7,12.0,12.0,,,,"2023-02-02 17:08","2023-02-02 17:08",11/19/2022,,,0,0,0,1300,53.16%,1919,94.80%,297400,305,Weepinbell,,0,57.78%,1730,95.77%,461400,405,Victreebel,,0,90.55%,388,96.10%,0,25,Weepinbell,,0,
367,Teddiursa,,216,♀,318,65,0,9,0,20.0,10.0,10.0,,,,"2023-02-02 17:08","2023-02-02 17:08",11/22/2022,,,0,0,0,1000,93.75%,257,97.39%,13600,168,Ursaluna,,0,90.31%,398,97.41%,66000,216,Ursaluna,,0,80.73%,790,95.09%,15500,20,Teddiursa,,0,
368,Mawile,,303,♀,318,52,5,3,2,22.2,8.0,8.0,,,,"2023-02-02 17:08","2023-02-02 17:08",1/26/2023,,,0,1,0,961,41.98%,2377,94.44%,227300,215,Mawile,,2,21.59%,3212,82.87%,404600,215,Mawile,,2,19.93%,3280,90.85%,9844,18,Mawile,,1,
369,Poochyena,,261,♂,345,73,3,6,7,35.6,22.0,22.0,,,,"2023-02-02 17:08","2023-02-02 17:08",12/1/2022,,,0,0,0,3000,82.76%,707,97.01%,80000,120,Mightyena,,0,23.32%,3141,83.91%,464000,288,Mightyena,,0,67.47%,1333,93.04%,105000,96,Poochyena,,0,
370,Skorupi,,451,♂,346,63,2,1,2,11.1,15.0,15.0,,,,"2023-02-02 17:08","2023-02-02 17:08",11/19/2022,,,0,0,0,1900,76.97%,944,96.30%,48900,95,Drapion,,0,1.27%,4044,91.25%,496400,318,Drapion,,0,63.03%,1515,93.27%,29400,27,Skorupi,,0,
371,Piplup,,393,♂,352,70,6,11,5,48.9,13.0,13.0,,,,"2023-02-02 17:08","2023-02-02 17:08",12/3/2022,,,0,0,0,1600,92.01%,328,96.94%,25300,151,Empoleon,,0,68.42%,1294,96.69%,164800,283,Empoleon,,0,42.64%,2350,92.09%,18400,20,Piplup,,0,
372,Illumise,,314,♀,354,64,5,3,8,35.6,8.0,8.0,,,,"2023-02-02 17:08","2023-02-02 17:08",12/1/2022,,,0,0,0,800,47.55%,2149,94.50%,199600,202,Illumise,,0,21.51%,3215,83.94%,513600,290,Illumise,,0,66.79%,1361,93.96%,5600,6,Illumise,,0,
373,Panpour,,515,♂,406,81,2,5,7,31.1,18.0,18.0,,,,"2023-02-02 17:08","2023-02-02 17:08",11/25/2022,,,0,0,0,2200,82.52%,717,96.43%,40400,86,Simipour,,0,15.87%,3446,89.37%,484400,306,Simipour,,0,82.27%,727,94.72%,20400,18,Panpour,,0,
374,Electrike,,309,♀,419,70,0,12,5,37.8,18.0,18.0,Quick Attack,Discharge,,"2023-02-02 17:08","2023-02-02 16:49",11/23/2022,13.36kg,0.62m,0,0,0,2200,78.56%,879,95.83%,36900,83,Manectric,Normal,0,37.44%,2563,91.43%,484400,306,Manectric,Normal,0,98.34%,69,97.53%,17400,15,Electrike,,0,
375,Granbull,,210,♂,456,75,0,14,8,48.9,7.0,7.0,,,,"2023-02-02 17:07","2023-02-02 16:42",11/19/2022,,,0,0,0,800,76.41%,967,95.74%,51200,54,Granbull,,0,97.05%,122,98.30%,377200,292,Granbull,,0,91.33%,356,95.59%,800,1,Granbull,,0,
376,Dedenne,,702,♂,470,74,2,9,9,44.4,10.0,10.0,,,,"2023-02-02 17:07","2023-02-02 17:07",11/22/2022,,,0,0,0,1000,84.22%,647,97.10%,151000,144,Dedenne,,0,38.61%,2515,86.08%,510000,286,Dedenne,,0,92.01%,328,95.88%,1000,1,Dedenne,,0,
377,Corphish,,341,♂,493,70,10,1,6,37.8,16.0,16.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/24/2023,,,0,0,0,1900,10.57%,3663,92.90%,34600,82,Crawdaunt,,0,26.28%,3020,94.64%,448600,314,Crawdaunt,,0,24.69%,3085,90.88%,0,0,Corphish,,0,
378,Vanillite,,582,♀,513,71,4,10,7,46.7,20.0,20.0,,,,"2023-02-02 17:07","2023-02-02 17:07",12/30/2022,,,0,0,0,2500,81.42%,762,96.59%,0,125,Vanilluxe,,0,61.03%,1597,96.50%,169000,295,Vanilluxe,,0,,,,,,,,,
379,Larvitar,,246,♂,563,88,6,6,5,37.8,22.0,22.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/21/2023,,,0,0,0,3000,55.26%,1833,95.50%,150000,175,Pupitar,,0,70.23%,1220,96.59%,16500,140,Tyranitar,,0,,,,,,,,,
380,Yanma,,193,♂,617,90,1,11,1,28.9,17.0,17.0,,,,"2023-02-02 17:07","2023-02-02 17:07",11/26/2022,,,0,0,0,2200,67.01%,1352,95.59%,11300,110,Yanmega,,0,65.57%,1411,96.49%,158800,252,Yanmega,,0,,,,,,,,,
381,Oshawott,,501,♂,633,100,8,1,4,28.9,25.0,25.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/21/2023,,,0,0,0,4000,12.97%,3565,92.78%,156000,191,Dewott,,0,13.65%,3537,94.44%,156000,291,Samurott,Normal,0,,,,,,,,,
382,Kadabra,,64,♂,664,60,1,3,6,22.2,13.0,13.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/29/2023,,,0,0,0,1600,59.80%,1647,95.34%,22800,124,Alakazam,Normal,0,62.91%,1520,96.34%,150800,242,Alakazam,Normal,0,,,,,,,,,
383,Dedenne,,702,♂,798,95,0,15,6,46.7,17.0,17.0,,,,"2023-02-02 17:07","2023-02-02 17:07",11/19/2022,,,0,0,0,2200,97.00%,124,98.45%,129800,118,Dedenne,,0,49.96%,2050,87.40%,488800,260,Dedenne,,0,,,,,,,,,
384,Abra,,63,♂,809,68,4,4,12,44.4,24.0,24.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/30/2023,,,0,0,0,3500,77.36%,928,95.88%,32000,53,Kadabra,,0,85.91%,578,97.41%,73000,189,Alakazam,Normal,0,,,,,,,,,
385,Furret,,162,♀,935,129,3,4,14,46.7,21.0,21.0,,,,"2023-02-02 17:07","2023-02-02 17:07",11/23/2022,,,0,0,0,3000,69.82%,1237,96.11%,164000,166,Furret,,0,34.24%,2694,85.36%,470000,244,Furret,,0,,,,,,,,,
386,Hitmonchan,,107,♂,945,73,2,12,1,33.3,16.0,16.0,,,,"2023-02-02 17:07","2023-02-02 17:07",12/6/2022,,,0,0,0,1900,56.53%,1781,95.31%,48600,44,Hitmonchan,,0,12.09%,3601,88.36%,492600,264,Hitmonchan,,0,,,,,,,,,
387,Grotle,,388,♂,1040,113,5,5,0,22.2,22.0,22.0,,,,"2023-02-02 17:07","2023-02-02 17:07",1/29/2023,,,0,0,3,3000,31.89%,2790,94.13%,98000,88,Grotle,,0,28.79%,2917,95.27%,142000,240,Torterra,,0,,,,,,,,,
388,Electrike,,309,♂,400,69,13,4,10,60.0,16.0,16.0,,,,"2023-02-02 16:50","2023-02-02 16:50",1/29/2023,9.77kg,0.46m,0,0,0,1900,5.86%,3856,91.87%,38100,85,Manectric,Normal,0,57.92%,1724,93.84%,492600,314,Manectric,Normal,0,3.61%,3948,87.96%,15100,14,Electrike,,0,
389,Nuzleaf,,274,♀,500,97,4,10,11,55.6,16.0,16.0,,,,"2023-02-02 16:46","2023-02-02 16:46",11/22/2022,,,0,0,0,1900,65.13%,1429,95.61%,41600,138,Shiftry,,0,67.45%,1334,95.24%,492600,364,Shiftry,,0,94.70%,218,96.45%,0,0,Nuzleaf,,0,
390,Nuzleaf,,274,♀,319,75,9,10,6,55.6,10.0,10.0,,,,"2023-02-02 16:46","2023-02-02 16:46",11/25/2022,,,0,0,0,1000,70.43%,1212,95.88%,59000,160,Shiftry,,0,64.18%,1468,94.91%,510000,386,Shiftry,,0,55.92%,1806,92.83%,15500,20,Nuzleaf,,0,
391,Shiftry,,275,♀,764,98,12,12,6,66.7,12.0,12.0,,,,"2023-02-02 16:46","2023-02-02 16:46",11/19/2022,,,0,0,0,1300,58.10%,1717,95.30%,50900,51,Shiftry,,0,76.63%,958,96.03%,475400,280,Shiftry,,0,,,,,,,,,
392,Nuzleaf,,274,♂,516,97,5,15,10,66.7,16.0,16.0,,,,"2023-02-02 16:46","2023-02-02 16:46",11/20/2022,25.55kg,9.87m,0,0,0,1900,77.90%,906,96.29%,38100,135,Shiftry,,0,98.68%,55,98.81%,492600,364,Shiftry,,0,,,,,,,,,
393,Golbat,,42,♂,539,78,12,15,4,68.9,10.0,10.0,,,,"2023-02-02 16:46","2023-02-02 16:46",8/23/2016,,,0,0,0,0,53.33%,1912,95.01%,37500,140,Crobat,,0,22.27%,3184,94.73%,231000,344,Crobat,,0,,,,,,,,,
394,Snubbull,,209,♀,536,87,5,13,3,46.7,17.0,17.0,,,,"2023-02-02 16:43","2023-02-02 16:42",11/20/2022,8.07kg,057m,0,0,0,2200,64.05%,1473,95.15%,24800,72,Granbull,,0,71.18%,1181,96.47%,338800,310,Granbull,,0,,,,,,,,,
395,Granbull,,210,♀,1025,109,15,4,4,51.1,15.0,15.0,,,,"2023-02-02 16:42","2023-02-02 16:42",11/19/2022,,,0,0,3,1900,0.39%,4080,90.49%,29400,27,Granbull,,0,6.30%,3838,93.45%,322400,268,Granbull,,0,,,,,,,,,
396,Snubbull,,209,♂,592,91,8,15,7,66.7,18.0,18.0,,,,"2023-02-02 16:42","2023-02-02 16:42",11/18/2022,,,0,0,0,2200,84.91%,619,96.31%,17400,65,Granbull,,0,76.26%,973,96.70%,276400,306,Granbull,,0,,,,,,,,,
397,Chinchou,,170,♀,446,100,8,13,14,77.8,15.0,15.0,,,,"2023-02-02 16:40","2023-02-02 16:40",11/24/2022,,,0,0,0,1900,,,,,,,,,90.38%,395,94.00%,496400,318,Lanturn,,0,,,,,,,,,U
398,Blitzle,,522,♀,360,76,11,3,15,64.4,16.0,16.0,Quick Attack,Discharge,,"2023-02-02 16:38","2023-02-02 16:38",1/27/2023,21.8kg,0.73m,0,0,0,1900,16.48%,3421,93.48%,31600,79,Zebstrika,,0,49.35%,2075,95.21%,406600,314,Zebstrika,,0,28.79%,2917,90.66%,28600,26,Blitzle,,0,
399,Blitzle,,522,♀,471,84,11,10,14,77.8,20.0,20.0,Quick Attack,Flame Charge,,"2023-02-02 16:37","2023-02-01 15:18",1/31/2023,32.95kg,0.87m,0,0,0,2500,34.92%,2666,94.46%,11000,60,Zebstrika,,0,61.49%,1578,95.78%,337000,298,Zebstrika,,0,53.06%,1923,92.35%,5000,4,Blitzle,,0,
400,Croconaw,,159,♂,756,93,3,15,6,53.3,17.0,17.0,,,,"2023-02-02 16:35","2023-02-02 16:35",11/20/2022,,,0,0,0,2200,80.93%,782,96.61%,182800,182,Croconaw,,0,89.84%,417,97.97%,166800,262,Feraligatr,,0,,,,,,,,,
401,Totodile,,158,♂,291,59,6,15,5,57.8,10.0,10.0,,,,"2023-02-02 16:35","2023-02-02 15:32",11/19/2022,11.71kg,68m,0,0,0,1000,81.17%,772,96.68%,32500,161,Feraligatr,,0,62.61%,1532,96.63%,172000,293,Feraligatr,,0,91.26%,359,96.73%,2000,27,Croconaw,,0,
402,Cyndaquil,,155,♂,223,49,6,14,5,55.6,9.0,9.0,Ember,Swift,,"2023-02-02 16:34","2023-02-02 15:31",11/20/2022,8.31kg,0.55m,0,0,0,1000,67.91%,1315,95.97%,242000,283,Quilava,,0,64.91%,1438,96.42%,167000,287,Typhlosion,Normal,0,87.55%,511,95.59%,5300,31,Quilava,,0,
403,Cyndaquil,,155,♂,379,66,7,10,11,62.2,15.0,15.0,Ember,Flamethrower,,"2023-02-02 16:34","2023-02-02 16:34",11/19/2022,6.35kg,0.43m,0,0,0,1900,71.50%,1168,96.17%,217400,251,Quilava,,0,70.72%,1200,96.65%,144400,259,Typhlosion,Normal,0,71.89%,1152,93.73%,18900,18,Cyndaquil,,0,
404,Gloom,,44,♂,602,79,12,13,11,80.0,13.0,13.0,Acid,,,"2023-02-02 16:29","2023-02-02 16:29",8/26/2016,9.96kg,0.77m,0,0,0,1600,67.81%,1319,95.91%,32800,132,Vileplume,,0,98.83%,49,98.83%,502800,376,Bellossom,,0,,,,,,,,,
405,Gloom,,44,♂,770,91,7,15,12,75.6,17.0,17.0,,,,"2023-02-02 16:29","2023-02-02 16:29",12/1/2022,6.65kg,0.7m,0,0,0,2200,,,,,,,,,82.64%,712,97.12%,269800,360,Vileplume,,0,,,,,,,,,U
406,Clefable,,36,♀,706,102,0,15,15,66.7,11.0,11.0,,,,"2023-02-02 16:26","2023-02-02 16:26",11/23/2022,,,0,0,0,1300,94.58%,223,97.66%,50000,52,Clefable,,0,99.95%,3,99.92%,464000,284,Clefable,,0,,,,,,,,,
407,Ekans,,23,♀,375,62,11,14,10,77.8,15.0,15.0,,,,"2023-02-02 16:22","2023-02-02 16:22",11/22/2022,8.61kg,22m,0,0,0,1900,,,,,,,,,93.60%,263,94.48%,496400,318,Arbok,,0,,,,,,,,,U
408,Fearow,,22,♀,969,96,7,5,3,33.3,19.0,19.0,,,,"2023-02-02 16:21","2023-02-02 16:21",11/19/2022,,,0,0,3,0,18.95%,3320,93.05%,70000,62,Fearow,,0,18.58%,3335,83.45%,480000,252,Fearow,,0,,,,,,,,,
409,Spearow,,21,♂,345,76,1,7,15,51.1,18.0,18.0,,,,"2023-02-02 16:21","2023-02-02 16:21",1/21/2023,,,0,0,0,2200,98.66%,56,98.32%,74400,116,Fearow,,0,54.02%,1884,87.87%,484400,306,Fearow,,0,93.43%,270,95.84%,48400,42,Spearow,,0,
410,Beedrill,Normal,15,♂,759,89,12,12,10,75.6,15.0,15.0,Infestation,X-Scissor,,"2023-02-02 16:20","2023-02-02 16:20",11/20/2022,24.98kg,0.93m,0,0,0,1900,,,,,,,,,92.58%,305,93.75%,496400,268,Beedrill,Normal,0,,,,,,,,,U
411,Wartortle,,8,♂,776,98,5,12,12,64.4,20.0,20.0,,,,"2023-02-02 16:18","2023-02-02 16:18",1/24/2023,,,0,0,0,2500,93.53%,266,96.75%,417000,248,Wartortle,,0,87.52%,512,97.49%,376000,348,Blastoise,Normal,0,,,,,,,,,
412,Squirtle,,7,♂,353,68,10,13,11,75.6,14.0,14.0,,,,"2023-02-02 16:18","2023-02-02 16:18",9/11/2016,,,0,0,0,1600,,,,,,,,,91.04%,368,92.62%,499600,297,Wartortle,,0,,,,,,,,,U
413,Charmander,,4,♂,501,73,12,5,5,48.9,20.0,20.0,,,,"2023-02-02 16:16","2023-02-02 16:16",1/24/2023,,,0,0,0,2500,13.85%,3529,93.09%,205000,243,Charmeleon,,0,10.67%,3659,94.19%,130000,247,Charizard,Normal,0,,,,,,,,,
414,Meltan,,808,,371,68,9,12,13,75.6,13.0,13.0,,,,"2023-02-02 15:59","2023-02-02 15:59",2/1/2023,,,0,0,0,1600,84.15%,650,96.69%,6400,408,Melmetal,,0,77.22%,934,96.87%,58800,456,Melmetal,,0,82.12%,733,94.35%,16200,18,Meltan,,0,
415,Meltan,,808,,580,87,0,13,10,51.1,22.0,22.0,Thunder Shock,Flash Cannon,,"2023-02-02 15:58","2023-02-01 15:53",2/1/2023,9.73kg,0.21m,0,0,0,3000,54.31%,1872,84.28%,464000,238,Meltan,,0,92.99%,288,97.89%,28000,424,Melmetal,,0,,,,,,,,,
416,Voltorb,Normal,100,,223,49,4,12,5,46.7,9.0,9.0,Spark,Discharge,,"2023-02-02 15:54","2023-01-31 15:49",11/22/2022,7.78kg,0.48m,0,0,0,1000,89.08%,448,96.77%,88500,136,Electrode,Normal,0,42.71%,2347,87.43%,512000,338,Electrode,Normal,0,88.28%,481,95.89%,37000,40,Voltorb,Normal,0,
417,Voltorb,Hisuian,100,,276,56,12,11,14,82.2,10.0,10.0,Tackle,Swift,,"2023-02-02 15:54","2023-01-31 01:28",11/19/2022,18.11kg,0.57m,0,0,0,1000,57.22%,1753,95.22%,66000,116,Electrode,Hisuian,0,97.51%,103,96.37%,510000,336,Electrode,Hisuian,0,53.04%,1924,92.91%,25600,30,Voltorb,Hisuian,0,
418,Stufful,,759,♀,562,96,7,10,9,57.8,16.0,16.0,Take Down,Stomp,,"2023-02-02 15:53","2023-02-02 15:53",11/19/2022,8.59kg,0.5m,0,0,0,1900,37.53%,2559,93.89%,6000,406,Bewear,,0,50.50%,2028,95.81%,87600,478,Bewear,,0,,,,,,,,,
419,Duskull,,355,♂,215,43,14,13,13,88.9,11.0,11.0,,,,"2023-02-02 15:43","2023-01-31 01:39",8/16/2022,,,1,0,0,1300,34.53%,2682,94.15%,22000,171,Dusknoir,,0,63.59%,1492,95.09%,179000,409,Dusknoir,,0,48.42%,2113,91.17%,34000,67,Duskull,,0,
420,Ferroseed,,597,♀,301,65,4,12,10,57.8,13.0,13.0,Tackle,Iron Head,,"2023-02-02 15:32","2023-02-01 15:18",1/31/2023,13.36kg,0.49m,0,0,0,1600,87.86%,498,96.93%,55300,103,Ferrothorn,,0,58.83%,1687,94.37%,502800,326,Ferrothorn,,0,88.67%,465,96.04%,35800,35,Ferroseed,,0,
421,Trapinch,,328,♂,300,56,9,8,13,66.7,9.0,9.0,,,,"2023-02-02 15:32","2023-02-02 15:32",11/19/2022,,,0,0,0,1000,46.45%,2194,94.95%,39500,167,Flygon,,0,60.29%,1627,96.38%,242000,383,Flygon,,0,31.65%,2800,91.77%,14000,18,Trapinch,,0,
422,Whismur,,293,♂,293,93,7,14,8,64.4,17.0,17.0,,,,"2023-02-02 15:32","2023-02-02 15:32",11/28/2022,,,0,0,0,2200,74.60%,1041,95.92%,34300,93,Exploud,,0,97.83%,90,98.52%,488800,322,Exploud,,0,87.50%,513,95.07%,78800,70,Whismur,,0,
423,Meltan,,808,,283,55,12,15,1,62.2,10.0,10.0,Thunder Shock,Flash Cannon,,"2023-02-02 15:32","2023-02-01 15:51",2/1/2023,7.4kg,0.2m,0,0,0,1000,58.85%,1686,95.21%,13600,418,Melmetal,,0,38.02%,2539,95.26%,66000,466,Melmetal,,0,45.23%,2244,91.66%,23400,28,Meltan,,0,
424,Dugtrio,Normal,51,♂,281,41,10,7,8,55.6,7.0,7.0,,,,"2023-02-02 15:32","2023-02-02 15:32",11/18/2022,,,0,0,0,800,33.68%,2717,94.18%,329200,292,Dugtrio,Normal,0,57.68%,1734,86.84%,515200,292,Dugtrio,Normal,0,67.86%,1317,93.86%,9800,12,Dugtrio,Normal,0,
425,Spheal,,363,♀,279,79,11,11,7,64.4,11.0,11.0,,,,"2023-02-02 15:32","2023-02-02 15:32",12/30/2022,,,0,0,0,1300,43.15%,2329,94.70%,33000,161,Walrein,,0,34.73%,2674,95.14%,202000,331,Walrein,,0,41.61%,2392,91.79%,30500,34,Spheal,,0,
426,Scyther,,123,♂,276,47,14,11,12,82.2,4.0,4.0,,,,"2023-02-02 15:31","2023-01-31 01:28",8/29/2016,,,0,0,0,400,79.02%,860,96.61%,29600,88,Kleavor,,0,48.89%,2094,95.88%,196400,200,Scyther,,0,63.98%,1476,92.36%,2000,54,Scizor,Normal,0,
427,Stunky,,434,♀,276,64,12,15,2,64.4,9.0,9.0,,,,"2023-02-02 15:31","2023-02-02 15:31",12/1/2022,,,0,0,0,1000,39.10%,2495,94.43%,54000,106,Skuntank,,0,77.07%,940,95.84%,454000,338,Skuntank,,0,46.01%,2212,92.63%,19400,24,Stunky,,0,
428,Ducklett,,580,♀,273,77,12,9,10,68.9,12.0,12.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/19/2022,,,0,0,0,1300,24.79%,3081,93.60%,69400,116,Swanna,,0,83.44%,679,92.15%,505400,330,Swanna,,0,49.99%,2049,92.08%,41400,42,Ducklett,,0,
429,Blitzle,,522,♂,270,62,13,15,12,88.9,11.0,11.0,Spark,Thunderbolt,,"2023-02-02 15:31","2023-02-01 11:12",1/31/2023,23.87kg,0.69m,0,0,0,1300,24.81%,3080,93.97%,41000,93,Zebstrika,,0,71.06%,1186,96.26%,334000,334,Zebstrika,,0,48.42%,2113,92.03%,33000,36,Blitzle,,0,
430,Makuhita,,296,♂,266,85,13,13,8,75.6,12.0,12.0,,,,"2023-02-02 15:31","2023-01-31 15:39",11/13/2022,56.92kg,987m,0,0,0,1300,70.23%,1220,95.86%,25400,78,Hariyama,,0,55.48%,1824,96.01%,146400,188,Hariyama,,0,57.66%,1735,92.36%,44400,45,Makuhita,,0,
431,Paras,,46,♀,250,49,14,11,12,82.2,9.0,9.0,,,,"2023-02-02 15:31","2023-01-31 01:39",8/23/2016,,,0,0,0,1000,57.48%,1742,95.44%,102000,148,Parasect,,0,96.56%,142,95.61%,512000,338,Parasect,,0,44.79%,2262,92.34%,1000,51,Parasect,,0,
432,Meltan,,808,,246,57,5,10,14,64.4,9.0,9.0,,,,"2023-02-02 15:31","2023-02-01 15:20",2/1/2023,,,0,0,0,1000,36.43%,2604,94.10%,15600,420,Melmetal,,0,83.83%,663,97.21%,72000,471,Melmetal,,0,84.88%,620,94.64%,27600,32,Meltan,,0,
433,Grimer,Normal,88,♂,238,69,1,14,9,53.3,7.0,7.0,Poison Jab,Mud Bomb,,"2023-02-02 15:31","2023-02-01 11:12",1/31/2023,30.61kg,0.84m,0,0,0,800,93.92%,250,97.98%,42700,96,Muk,Normal,0,97.29%,112,98.63%,245200,312,Muk,Normal,0,96.39%,149,97.15%,0,50,Muk,Normal,0,
434,Chinchou,,170,♀,229,70,10,9,6,55.6,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/26/2022,,,0,0,0,800,18.80%,3326,92.99%,81600,130,Lanturn,,0,67.91%,1315,90.32%,513600,340,Lanturn,,0,79.98%,821,94.98%,1600,52,Lanturn,,0,
435,Clefairy,,35,♀,227,69,6,2,14,48.9,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/28/2022,,,0,0,0,800,76.75%,953,96.22%,59100,111,Clefable,,0,72.53%,1126,96.28%,483600,340,Clefable,,0,42.12%,2371,92.23%,24800,30,Clefairy,,0,
436,Seedot,,273,♀,226,65,13,11,12,80.0,14.0,14.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/19/2022,,,0,0,0,1600,52.26%,1956,95.04%,41600,165,Shiftry,,0,85.13%,610,96.76%,441600,397,Shiftry,,0,43.88%,2299,90.66%,121600,110,Seedot,,0,
437,Drowzee,,96,♂,218,62,10,11,12,73.3,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",8/23/2016,,,0,0,0,800,43.30%,2323,94.38%,77600,126,Hypno,,0,89.43%,434,93.93%,513600,340,Hypno,,0,61.39%,1582,93.47%,29200,34,Drowzee,,0,
438,Venonat,,48,♀,213,63,12,9,13,75.6,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",8/20/2016,,,0,0,0,800,51.48%,1988,94.54%,77600,126,Venomoth,,0,91.23%,360,93.51%,513600,340,Venomoth,,0,60.02%,1638,93.34%,31400,36,Venonat,,0,
439,Hypno,,97,♂,210,51,14,15,2,68.9,4.0,4.0,,,,"2023-02-02 15:31","2023-02-02 15:31",8/26/2016,,,0,0,0,400,34.14%,2698,93.90%,82400,84,Hypno,,0,88.74%,462,93.79%,518400,298,Hypno,,0,22.42%,3178,90.04%,5600,9,Hypno,,0,
440,Chinchou,,170,♂,205,69,2,1,5,17.8,8.0,8.0,,,,"2023-02-02 15:31","2023-02-02 15:31",11/22/2022,,,0,0,0,800,58.17%,1714,95.14%,103600,150,Lanturn,,0,2.47%,3995,80.64%,513600,340,Lanturn,,0,60.54%,1617,93.22%,33600,38,Chinchou,,0,
